<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
26/01/21,000000,0.0132380,0.0133100,0.0131600,0.0133050,288
27/01/21,000000,0.0133040,0.0133330,0.0131250,0.0131340,288
28/01/21,000000,0.0131450,0.0131670,0.0130350,0.0131090,288
29/01/21,000000,0.0131080,0.0132490,0.0130620,0.0131720,270
31/01/21,000000,0.0131260,0.0131650,0.0131250,0.0131450,47
01/02/21,000000,0.0131420,0.0132290,0.0130830,0.0130960,288
02/02/21,000000,0.0130890,0.0132270,0.0130660,0.0130750,288
03/02/21,000000,0.0130760,0.0131730,0.0130670,0.0131290,288
04/02/21,000000,0.0131320,0.0132290,0.0131110,0.0132010,286
05/02/21,000000,0.0132200,0.0133720,0.0131780,0.0133630,254
07/02/21,000000,0.0133580,0.0133980,0.0133160,0.0133680,62
08/02/21,000000,0.0133520,0.0134410,0.0133360,0.0134090,288
09/02/21,000000,0.0134120,0.0135110,0.0133990,0.0134860,288
10/02/21,000000,0.0135030,0.0135390,0.0134670,0.0134930,288
11/02/21,000000,0.0134920,0.0135580,0.0134870,0.0135580,288
12/02/21,000000,0.0135590,0.0135680,0.0133910,0.0135390,273
14/02/21,000000,0.0135270,0.0135640,0.0135220,0.0135460,52
15/02/21,000000,0.0135440,0.0136280,0.0135310,0.0135940,288
16/02/21,000000,0.0136030,0.0136280,0.0134980,0.0135700,287
17/02/21,000000,0.0135750,0.0135750,0.0134450,0.0135190,288
18/02/21,000000,0.0135150,0.0135570,0.0134490,0.0134970,288
19/02/21,000000,0.0135070,0.0135090,0.0134380,0.0134650,271
21/02/21,000000,0.0134850,0.0134880,0.0134290,0.0134580,72
22/02/21,000000,0.0134640,0.0135080,0.0132880,0.0134280,284
23/02/21,000000,0.0134290,0.0135210,0.0134210,0.0134780,288
24/02/21,000000,0.0134780,0.0135800,0.0134390,0.0135670,288
25/02/21,000000,0.0135680,0.0135980,0.0133280,0.0133490,288
26/02/21,000000,0.0133500,0.0134630,0.0133140,0.0134410,281
28/02/21,000000,0.0133780,0.0134410,0.0133160,0.0133670,69
01/03/21,000000,0.0134120,0.0134900,0.0133510,0.0134350,287
02/03/21,000000,0.0134310,0.0135440,0.0133470,0.0135230,286
03/03/21,000000,0.0135030,0.0135830,0.0134510,0.0134790,287
04/03/21,000000,0.0134790,0.0135880,0.0133120,0.0133760,285
05/03/21,000000,0.0133760,0.0134550,0.0132150,0.0134550,272
07/03/21,000000,0.0134080,0.0134880,0.0134020,0.0134770,65
08/03/21,000000,0.0134770,0.0135290,0.0133180,0.0133820,286
09/03/21,000000,0.0133770,0.0135090,0.0133620,0.0134440,286
10/03/21,000000,0.0134520,0.0135940,0.0134420,0.0135550,286
11/03/21,000000,0.0135530,0.0136430,0.0135010,0.0135970,287
12/03/21,000000,0.0135960,0.0136280,0.0135220,0.0136050,265
14/03/21,000000,0.0136330,0.0136330,0.0135590,0.0135990,76
15/03/21,000000,0.0135970,0.0137170,0.0135690,0.0137020,287
16/03/21,000000,0.0137020,0.0137440,0.0136530,0.0136860,288
17/03/21,000000,0.0136910,0.0136910,0.0134440,0.0135370,288
18/03/21,000000,0.0135560,0.0135760,0.0134020,0.0134100,288
