<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
27/02/20,000000,1.0886400,1.1006600,1.0883000,1.0996300,2073950
28/02/20,000000,1.0996500,1.1053100,1.0948900,1.1028900,2382305
01/03/20,000000,1.1012400,1.1073900,1.1009900,1.1051700,113544
02/03/20,000000,1.1050200,1.1184600,1.1034200,1.1144300,2869421
03/03/20,000000,1.1143400,1.1212900,1.1094000,1.1176500,2229928
04/03/20,000000,1.1175600,1.1187600,1.1094000,1.1138000,2043148
05/03/20,000000,1.1138200,1.1245000,1.1118000,1.1222500,2002107
06/03/20,000000,1.1222600,1.1354800,1.1210400,1.1285000,2652440
08/03/20,000000,1.1290000,1.1396500,1.1290000,1.1386800,296701
09/03/20,000000,1.1387700,1.1496100,1.1354800,1.1399100,3642665
10/03/20,000000,1.1399000,1.1425300,1.1273300,1.1313600,3408687
11/03/20,000000,1.1313700,1.1366700,1.1249000,1.1260500,2503228
12/03/20,000000,1.1261100,1.1333600,1.1053600,1.1182200,3270007
13/03/20,000000,1.1182300,1.1221300,1.1053300,1.1105000,3346280
15/03/20,000000,1.1098000,1.1199500,1.1047000,1.1155400,481148
16/03/20,000000,1.1153600,1.1236700,1.1082300,1.1163600,5165142
17/03/20,000000,1.1163500,1.1189300,1.0952500,1.1016100,4158711
18/03/20,000000,1.1015300,1.1045400,1.0800000,1.0943000,4634911
19/03/20,000000,1.0943300,1.0949200,1.0652000,1.0654100,4645624
20/03/20,000000,1.0654000,1.0831000,1.0635800,1.0692900,5198445
22/03/20,000000,1.0690000,1.0712000,1.0633000,1.0688300,480482
23/03/20,000000,1.0686800,1.0828200,1.0656000,1.0763200,4417041
24/03/20,000000,1.0761200,1.0888100,1.0743900,1.0797800,3949246
25/03/20,000000,1.0798200,1.0894000,1.0758000,1.0888000,3693649
26/03/20,000000,1.0887700,1.1058900,1.0872500,1.1046900,3336104
27/03/20,000000,1.1047400,1.1147300,1.0951900,1.1140000,3301140
29/03/20,000000,1.1140000,1.1144400,1.1103600,1.1136100,149503
30/03/20,000000,1.1136300,1.1138500,1.1008000,1.1029200,2784462
31/03/20,000000,1.1028700,1.1043000,1.0924600,1.1026300,3126786
01/04/20,000000,1.1025700,1.1036200,1.0900900,1.0950000,2565342
02/04/20,000000,1.0951500,1.0964500,1.0819000,1.0845600,2537644
03/04/20,000000,1.0845900,1.0855300,1.0770900,1.0812400,2451479
05/04/20,000000,1.0820000,1.0821800,1.0801500,1.0804700,179033
06/04/20,000000,1.0805200,1.0835600,1.0767500,1.0798900,2332219
07/04/20,000000,1.0798400,1.0926600,1.0788400,1.0893100,2309629
08/04/20,000000,1.0893200,1.0897000,1.0827800,1.0859600,2222851
09/04/20,000000,1.0859600,1.0951700,1.0839000,1.0922300,2099473
10/04/20,000000,1.0922800,1.0952700,1.0917000,1.0928600,950639
12/04/20,000000,1.0943000,1.0950000,1.0929000,1.0930800,88021
13/04/20,000000,1.0931500,1.0967900,1.0890800,1.0919400,1544002
14/04/20,000000,1.0919400,1.0990800,1.0913000,1.0982000,1891527
15/04/20,000000,1.0982700,1.0987300,1.0855000,1.0903700,2008548
16/04/20,000000,1.0903700,1.0907300,1.0815000,1.0857000,2277694
17/04/20,000000,1.0858400,1.0892700,1.0810000,1.0873500,1920248
19/04/20,000000,1.0848000,1.0878000,1.0848000,1.0863300,88930
20/04/20,000000,1.0863200,1.0896900,1.0839600,1.0863600,1806505
21/04/20,000000,1.0862300,1.0880300,1.0814800,1.0855300,1848461
22/04/20,000000,1.0856200,1.0885300,1.0801600,1.0806300,1615208
23/04/20,000000,1.0805000,1.0846800,1.0753900,1.0773500,2030924
24/04/20,000000,1.0773800,1.0829600,1.0725000,1.0824200,1784527
26/04/20,000000,1.0822000,1.0824200,1.0807000,1.0820000,67061
27/04/20,000000,1.0819300,1.0860400,1.0810000,1.0824100,1770965
28/04/20,000000,1.0824400,1.0888500,1.0807500,1.0831400,1782139
29/04/20,000000,1.0832500,1.0885700,1.0828900,1.0875800,1866845
30/04/20,000000,1.0877300,1.0972800,1.0831400,1.0943900,2080051
01/05/20,000000,1.0944800,1.1019000,1.0933000,1.0979800,1539674
03/05/20,000000,1.0978000,1.0978000,1.0952000,1.0960800,96397
04/05/20,000000,1.0960800,1.0961000,1.0894000,1.0902300,1700428
05/05/20,000000,1.0903100,1.0926000,1.0823800,1.0838300,1770081
06/05/20,000000,1.0838700,1.0844000,1.0780000,1.0797800,1731174
07/05/20,000000,1.0797100,1.0841000,1.0764000,1.0834800,1887936
08/05/20,000000,1.0835100,1.0875700,1.0813600,1.0837900,1403786
